playerID,yearID,AB,H,2B,3B,HR,BB,SO
walteza01,2015,30,4,0,0,0,0,15
warread01,2015,3,0,0,0,0,0,1
watsoto01,2015,0,0,0,0,0,0,0
weaveje02,2015,2,0,0,0,0,0,1
webbda01,2015,0,0,0,0,0,0,0
webbry01,2015,0,0,0,0,0,0,0
weberry01,2015,10,0,0,0,0,0,8
webstal01,2015,11,0,0,0,0,0,6
weeksje01,2015,9,3,0,0,0,0,2
weeksri01,2015,84,14,1,0,2,9,25
werthja01,2015,331,73,16,1,12,38,84
westma03,2015,0,0,0,0,0,0,0
whitlch01,2015,0,0,0,0,0,0,0
wielajo01,2015,1,0,0,0,0,0,1
wietema01,2015,258,69,14,1,8,21,67
wilheto01,2015,0,0,0,0,0,0,0
wilkad01,2015,0,0,0,0,0,0,0
willija01,2015,10,2,1,0,0,4,1
willije02,2015,31,2,1,0,0,1,14
willima07,2015,21,6,3,0,1,1,3
willima08,2015,32,7,0,1,0,0,8
wilsoal01,2015,0,0,0,0,0,0,0
wilsobo02,2015,55,8,0,0,0,4,20
wilsobo02,2015,77,17,5,0,1,7,19
wilsocj01,2015,6,2,0,0,0,0,1
wilsojo03,2015,38,12,3,0,0,0,15
wilsoju10,2015,0,0,0,0,0,0,0
wilsoty01,2015,2,0,0,0,0,0,0
winklda01,2015,0,0,0,0,0,0,0
wislema01,2015,29,4,0,0,0,2,6
wojcias01,2015,0,0,0,0,0,0,0
wolfra02,2015,0,0,0,0,0,0,0
wongko01,2015,557,146,28,4,11,36,95
woodal02,2015,33,5,1,0,0,3,21
woodal02,2015,22,4,1,0,0,1,13
woodtr01,2015,30,3,0,0,0,2,16
wootero01,2015,1,0,0,0,0,0,0
worleva01,2015,17,3,1,0,0,0,6
wrighda03,2015,152,44,7,0,5,22,36
wrighmi01,2015,2,1,0,0,0,0,1
wrighst01,2015,1,0,0,0,0,0,0
wrighwe01,2015,0,0,0,0,0,0,0
wrighwe01,2015,0,0,0,0,0,0,0
yateski01,2015,0,0,0,0,0,0,0
yelicch01,2015,476,143,30,2,7,47,101
ynoara01,2015,127,33,8,1,0,3,28
youngch03,2015,4,2,0,0,0,0,1
youngch04,2015,318,80,20,1,14,30,73
youngde03,2015,174,47,6,0,2,4,29
younger03,2015,77,13,4,2,0,6,17
younger03,2015,8,0,0,0,0,0,1
zieglbr01,2015,0,0,0,0,0,0,0
zimmejo02,2015,63,10,1,0,0,0,18
zimmery01,2015,346,86,25,1,16,33,79
zitoba01,2015,0,0,0,0,0,0,0
zobribe01,2015,235,63,20,2,6,33,26
zobribe01,2015,232,66,16,1,7,29,30
zuninmi01,2015,350,61,11,0,11,21,132
zychto01,2015,0,0,0,0,0,0,0
abadfe01,2016,1,0,0,0,0,0,1
abadfe01,2016,0,0,0,0,0,0,0
abreujo02,2016,624,183,32,1,25,47,125
achteaj01,2016,0,0,0,0,0,0,0
ackledu01,2016,61,9,0,0,0,8,9
adamecr01,2016,225,49,7,3,2,24,47
adamsau01,2016,0,0,0,0,0,0,0
adamsma01,2016,297,74,18,0,16,25,81
adlemti01,2016,21,4,2,0,0,0,11
adriaeh01,2016,63,16,2,0,2,2,13
aguilje01,2016,6,0,0,0,0,0,1
ahmedni01,2016,284,62,9,1,4,15,58
alberan01,2016,0,0,0,0,0,0,0
alberha01,2016,56,8,1,0,0,0,17
alberma01,2016,1,1,1,0,0,0,0
albural01,2016,0,0,0,0,0,0,0
alcanar01,2016,19,4,1,0,0,0,8
alcanra01,2016,0,0,0,0,0,0,0
alexasc01,2016,0,0,0,0,0,0,0
alfarjo01,2016,16,2,0,0,0,1,8
allenco01,2016,0,0,0,0,0,0,0
almonab01,2016,182,48,20,1,1,8,42
almoral01,2016,112,31,9,1,3,5,20
alonsyo01,2016,482,122,34,0,7,45,74
altavda01,2016,0,0,0,0,0,0,0
altheaa01,2016,198,39,6,0,4,23,69
altuvjo01,2016,640,216,42,5,24,60,70
alvarda01,2016,0,0,0,0,0,0,0
alvarda01,2016,0,0,0,0,0,0,0
alvarda02,2016,3,1,1,0,0,1,0
alvarjo02,2016,1,0,0,0,0,0,0
alvarpe01,2016,337,84,20,0,22,37,97
amarial01,2016,140,36,2,0,0,8,26
anderbr04,2016,3,0,0,0,0,0,2
anderch01,2016,45,4,0,0,0,1,27
anderco01,2016,0,0,0,0,0,0,0
anderti01,2016,410,116,22,6,9,13,117
anderty01,2016,35,4,0,0,1,4,11
andinro01,2016,24,7,0,0,0,0,4
andrima01,2016,1,0,0,0,0,0,0
andruel01,2016,506,153,31,7,8,47,70
antoldu01,2016,0,0,0,0,0,0,0
aokino01,2016,417,118,24,4,4,34,45
aquinja01,2016,0,0,0,0,0,0,0
araujel01,2016,0,0,0,0,0,0,0
archech01,2016,7,0,0,0,0,1,3
arciaor01,2016,201,44,10,3,4,15,47
arciaos01,2016,103,22,4,0,4,10,46
arciaos01,2016,54,14,2,1,2,6,19
arciaos01,2016,2,0,0,0,0,0,1
arciaos01,2016,43,5,1,0,2,2,14
arenano01,2016,618,182,35,6,41,68,103
armstsh01,2016,0,0,0,0,0,0,0
arojo01,2016,0,0,0,0,0,0,0
arrieja01,2016,65,17,2,1,2,4,28
ascheco01,2016,197,42,15,0,4,18,54
asheral01,2016,11,1,0,0,0,0,6
asuajca01,2016,24,5,2,0,0,1,4
austity01,2016,83,20,3,0,5,7,36
avilaal01,2016,169,36,6,0,7,38,78
avilalu01,2016,0,0,0,0,0,0,0
avilemi01,2016,167,35,5,1,1,9,27
axforjo01,2016,0,0,0,0,0,0,0
aybarer01,2016,335,81,14,2,2,20,59
aybarer01,2016,80,20,5,0,1,11,11
baezja01,2016,421,115,19,1,14,15,108
baezpe01,2016,1,0,0,0,0,0,0
bailean01,2016,0,0,0,0,0,0,0
bailean01,2016,0,0,0,0,0,0,0
baileho02,2016,10,1,0,0,0,1,1
bandyje01,2016,209,49,9,0,8,11,38
barbajo01,2016,0,0,0,0,0,0,0
barneau01,2016,32,5,1,0,0,5,9
barnebr02,2016,100,22,6,2,0,3,30
barneda01,2016,279,75,13,2,4,22,48
barneda02,2016,0,0,0,0,0,0,0
barneja01,2016,0,0,0,0,0,0,0
barnema01,2016,0,0,0,0,0,0,0
barneto01,2016,0,0,0,0,0,0,0
barnhtu01,2016,377,97,23,1,7,36,72
barraky01,2016,1,0,0,0,0,0,1
barreja01,2016,0,0,0,0,0,0,0
bassich01,2016,0,0,0,0,0,0,0
bastaan01,2016,0,0,0,0,0,0,0
bastaan01,2016,0,0,0,0,0,0,0
bauertr01,2016,5,0,0,0,0,0,5
baumabu01,2016,0,0,0,0,0,0,0
bautijo02,2016,423,99,24,1,22,87,103
beckch02,2016,0,0,0,0,0,0,0
beckhgo01,2016,240,52,16,1,5,26,50
beckhgo01,2016,5,0,0,0,0,0,2
beckhti01,2016,198,49,12,5,5,14,67
bedroca01,2016,0,0,0,0,0,0,0
belisma01,2016,4,0,0,0,0,0,2
belljo02,2016,128,35,8,0,3,21,19
beltbr01,2016,542,149,41,8,17,104,148
beltrad01,2016,583,175,31,1,32,48,66
beltrca01,2016,359,109,21,0,22,22,70
beltrca01,2016,193,54,12,0,7,13,31
beninan01,2016,105,31,11,1,2,10,25
benoijo01,2016,0,0,0,0,0,0,0
benoijo01,2016,0,0,0,0,0,0,0
beresja01,2016,22,5,1,0,0,1,6
bergmch01,2016,3,1,0,0,0,0,0
berrijo01,2016,1,1,0,0,0,0,0
betande01,2016,0,0,0,0,0,0,0
bethach01,2016,193,44,9,0,6,10,56
bettich01,2016,49,2,0,0,0,4,21
bettsmo01,2016,672,214,42,5,31,49,80
biagijo01,2016,0,0,0,0,0,0,0
blachty01,2016,4,2,0,0,0,0,0
blackch02,2016,578,187,35,5,29,43,102
blairaa01,2016,21,1,0,0,0,0,9
blancan01,2016,190,48,15,1,4,11,41
blancgr01,2016,241,54,10,4,1,29,51
blantjo01,2016,0,0,0,0,0,0,0
blashja01,2016,71,12,2,0,3,11,34
blazemi01,2016,0,0,0,0,0,0,0
bleieri01,2016,0,0,0,0,0,0,0
blevije01,2016,1,0,0,0,0,0,0
bogaexa01,2016,652,192,34,1,21,58,123
bolsimi01,2016,9,0,0,0,0,0,7
bonifem01,2016,38,8,0,0,0,3,12
borboju01,2016,13,4,0,0,0,0,3
boscawi01,2016,3,1,0,0,0,0,1
boshebu01,2016,0,0,0,0,0,0,0
bourjpe01,2016,355,89,20,7,5,17,91
bourju01,2016,280,74,12,1,15,38,56
bournmi01,2016,329,86,12,6,3,22,83
bournmi01,2016,46,13,1,0,2,6,9
bowmama01,2016,1,0,0,0,0,0,1
boxbebr01,2016,0,0,0,0,0,0,0
boydma01,2016,0,0,0,0,0,0,0
boyerbl01,2016,1,0,0,0,0,0,0
brachbr01,2016,0,0,0,0,0,0,0
brachsi01,2016,1,0,0,0,0,0,1
bradlar01,2016,43,3,0,0,0,0,28
bradlja02,2016,558,149,30,7,26,63,143
bradlje01,2016,0,0,0,0,0,0,0
brantmi02,2016,39,9,2,0,0,3,6
braulst01,2016,8,2,0,0,0,0,0
braunry02,2016,511,156,23,3,30,46,98
bregmal01,2016,201,53,13,3,8,15,52
brentbr01,2016,61,17,3,0,1,3,17
breslcr01,2016,0,0,0,0,0,0,0
briceau01,2016,0,0,0,0,0,0,0
bridwpa01,2016,0,0,0,0,0,0,0
brignre01,2016,29,6,2,0,0,0,8
britoso01,2016,95,17,3,1,4,2,23
brittza01,2016,0,0,0,0,0,0,0
broadmi01,2016,0,0,0,0,0,0,0
browntr01,2016,173,41,7,0,5,10,39
broxtjo01,2016,0,0,0,0,0,0,0
broxtke01,2016,207,50,10,1,9,36,88
bruceja01,2016,370,98,22,6,25,27,83
bruceja01,2016,169,37,5,0,8,17,43
bryankr01,2016,603,176,35,3,39,75,154
buchaja01,2016,1,0,0,0,0,0,1
buchhcl01,2016,2,0,0,0,0,1,2
buchtry01,2016,0,0,0,0,0,0,0
bumgama01,2016,86,16,6,0,3,10,43
bundydy01,2016,3,0,0,0,0,0,2
burgoen02,2016,0,0,0,0,0,0,0
burnese01,2016,0,0,0,0,0,0,0
burnsan01,2016,6,0,0,0,0,0,2
burnsbi02,2016,274,64,11,4,0,10,30
burnsbi02,2016,37,9,0,0,0,0,7
burriem01,2016,45,5,1,1,0,2,10
buschma01,2016,1,0,0,0,0,0,0
bushma01,2016,0,0,0,0,0,0,0
bussni01,2016,81,16,7,1,1,6,24
buterdr01,2016,123,35,10,1,4,8,36
butlebi03,2016,221,61,16,0,4,19,34
butlebi03,2016,29,10,2,0,1,2,8
butleed01,2016,15,1,0,0,0,0,2
buxtoby01,2016,298,67,19,6,10,23,118
byrdma01,2016,115,31,6,0,5,11,38
cabreas01,2016,521,146,30,1,23,38,103
cabrema01,2016,0,0,0,0,0,0,0
cabreme01,2016,591,175,42,5,14,47,69
cabremi01,2016,595,188,31,1,38,75,116
cabrera01,2016,171,42,10,0,3,8,30
cahiltr01,2016,8,1,0,0,0,1,4
cainlo01,2016,397,114,19,1,9,31,84
cainma01,2016,27,2,1,0,1,0,17
calhoko01,2016,594,161,35,5,18,67,118
caminar01,2016,2,0,0,0,0,0,1
caminar01,2016,0,0,0,0,0,0,0
campber01,2016,75,13,1,0,1,10,24
campojo01,2016,2,0,0,0,0,0,0
campole01,2016,0,0,0,0,0,0,0
candeje01,2016,11,1,0,0,0,2,5
canhama01,2016,41,5,0,0,3,0,20
canoro01,2016,655,195,33,2,39,47,100
capuach01,2016,0,0,0,0,0,1,0
carasma01,2016,0,0,0,0,0,0,0
cardust01,2016,56,12,3,1,2,3,12
carmofa01,2016,4,0,0,0,0,0,3
carpema01,2016,473,128,36,6,21,81,108
carraca01,2016,0,0,0,0,0,0,0
carreez01,2016,270,67,9,1,6,27,70
carrosc02,2016,0,0,0,0,0,0,0
cartech02,2016,549,122,27,1,41,76,206
casalcu01,2016,226,42,10,0,8,25,82
cashnan01,2016,18,3,0,0,0,2,6
cashnan01,2016,16,3,0,0,0,1,7
casteni01,2016,411,117,25,4,18,28,111
castiru01,2016,8,2,1,0,0,0,3
castiwe01,2016,416,110,24,0,14,33,121
castrda01,2016,130,26,1,0,0,7,24
castrja01,2016,329,69,16,3,11,45,123
castrmi01,2016,0,0,0,0,0,0,0
castrst01,2016,577,156,29,1,21,24,118
cecchga02,2016,6,2,2,0,0,0,2
cecilbr01,2016,0,0,0,0,0,0,0
cecilda01,2016,27,3,2,0,0,1,14
cedenxa01,2016,0,0,0,0,0,0,0
centeju01,2016,176,46,12,1,3,12,38
cervefr01,2016,326,86,14,1,1,56,72
cervehu01,2016,0,0,0,0,0,0,0
cervehu01,2016,0,0,0,0,0,0,0
cespeyo01,2016,479,134,25,1,31,51,108
cessalu01,2016,0,0,0,0,0,0,0
chacijh01,2016,8,2,0,0,0,0,1
chacijh01,2016,2,1,0,0,0,0,0
chafian01,2016,0,0,0,0,0,0,0
chambjo03,2016,0,0,0,0,0,0,0
chapmar01,2016,0,0,0,0,0,0,0
chapmar01,2016,0,0,0,0,0,0,0
chapmke02,2016,0,0,0,0,0,0,0
chargjt01,2016,0,0,0,0,0,0,0
chatwty01,2016,53,10,0,1,0,2,14
chaveje01,2016,0,0,0,0,0,0,0
chaveje01,2016,0,0,0,0,0,0,0
chenwe02,2016,44,0,0,0,0,0,18
chiriro01,2016,147,33,11,0,9,15,44
chiselo01,2016,385,110,25,5,8,23,70
choiji01,2016,112,19,4,0,5,16,27
choosh01,2016,178,43,7,0,7,25,46
cingrto01,2016,0,0,0,0,0,1,0
cishest01,2016,0,0,0,0,0,0,0
claudal01,2016,0,0,0,0,0,0,0
clemepa02,2016,2,0,0,0,0,0,2
clemepa02,2016,19,0,0,0,0,1,9
clevest01,2016,68,15,3,0,1,8,14
clevimi01,2016,2,0,0,0,0,0,0
clippty01,2016,0,0,0,0,0,0,0
clippty01,2016,0,0,0,0,0,0,0
coatsja01,2016,50,10,4,0,1,5,12
cobbal01,2016,0,0,0,0,0,0,0
coghlch01,2016,158,23,5,0,5,13,47
coghlch01,2016,103,26,7,2,1,22,26
cokeph01,2016,0,0,0,0,0,0,0
cokeph01,2016,0,0,0,0,0,0,0
colabch01,2016,29,2,0,0,0,2,9
coleaj01,2016,7,0,0,0,0,0,4
colege01,2016,40,8,1,0,1,0,19
colemlo01,2016,0,0,0,0,0,0,0
collity01,2016,136,32,2,3,4,13,38
collmjo01,2016,0,0,0,0,0,0,0
collmjo01,2016,6,0,0,0,0,0,6
colomal01,2016,0,0,0,0,0,0,0
colonba01,2016,60,5,2,0,1,1,40
colonch01,2016,147,34,6,0,1,11,31
colonjo01,2016,0,0,0,0,0,0,0
concege01,2016,0,0,0,0,0,0,0
confomi01,2016,304,67,21,1,12,36,89
congeha01,2016,124,24,5,0,3,12,40
conlead01,2016,41,5,0,0,0,1,22
contrwi01,2016,252,71,14,1,12,26,67
corbipa01,2016,49,15,3,1,0,1,14
correca01,2016,577,158,36,3,20,75,139
cosarja01,2016,6,1,0,0,0,0,1
cosarja01,2016,10,1,0,0,0,0,4
cothaca01,2016,0,0,0,0,0,0,0
cottojh01,2016,0,0,0,0,0,0,0
couloda01,2016,0,0,0,0,0,0,0
cowarka01,2016,85,15,4,0,1,0,23
cowgico01,2016,12,1,0,0,0,2,7
cozarza01,2016,464,117,28,2,16,37,84
cravyty01,2016,4,1,0,0,1,0,1
crawfbr01,2016,553,152,28,11,12,57,115
crawfca02,2016,81,15,2,1,0,4,11
crispco01,2016,393,92,24,4,11,37,65
crispco01,2016,53,11,3,0,2,9,13
crockky01,2016,0,0,0,0,0,0,0
croncj01,2016,407,113,25,2,16,24,75
cruzne02,2016,589,169,27,1,43,62,159
cruzto03,2016,4,0,0,0,0,0,3
cuetojo01,2016,70,8,0,0,0,2,24
cuevawi01,2016,0,0,0,0,0,0,0
culbech01,2016,67,20,3,0,1,1,13
cunnibr02,2016,0,0,0,0,0,0,0
cunnito01,2016,27,4,3,0,0,1,6
curtiza01,2016,0,0,0,0,0,0,0
cuthbch01,2016,475,130,28,1,12,32,96
dahlda01,2016,222,70,12,4,7,15,59
danisty01,2016,0,0,0,0,0,0,0
danksjo01,2016,0,0,0,0,0,0,0
darnach01,2016,233,57,14,2,1,23,50
darnatr01,2016,251,62,7,0,4,19,50
darviyu01,2016,3,1,0,0,1,0,1
davidma02,2016,2,1,0,0,0,0,1
davieza01,2016,53,5,0,0,0,1,22
davisch02,2016,566,125,21,0,38,88,219
davisik02,2016,14,3,0,0,0,1,5
daviskh01,2016,555,137,24,2,42,42,166
davisra01,2016,454,113,23,2,12,33,106
daviswa01,2016,0,0,0,0,0,0,0
daytogr01,2016,1,0,0,0,0,0,1
deanpa02,2016,0,0,0,0,0,0,0
deazaal01,2016,234,48,9,0,6,26,67
deckeja01,2016,52,8,1,0,0,4,14
degroja01,2016,42,6,1,0,0,3,12
dejesiv02,2016,221,56,10,0,1,17,51
delabst01,2016,0,0,0,0,0,0,0
delacjo01,2016,16,3,0,0,0,0,8
delarjo01,2016,38,7,0,0,0,2,14
delarru01,2016,14,1,0,0,0,0,3
deleojo03,2016,4,0,0,0,0,0,1
delgara01,2016,2,0,0,0,0,0,0
delosab01,2016,0,0,0,0,0,0,0
dendema01,2016,34,6,1,0,1,4,10
dermoma01,2016,0,0,0,0,0,0,0
descada01,2016,250,66,12,2,8,34,56
desclan01,2016,41,5,1,0,0,1,22
deshide02,2016,182,38,7,0,4,15,54
desmoia01,2016,625,178,29,3,22,44,160
despaod01,2016,0,0,0,0,0,0,0
despaod01,2016,0,0,0,0,0,0,0
detwiro01,2016,0,0,0,0,0,0,0
detwiro01,2016,1,0,0,0,0,0,1
devench02,2016,0,0,0,0,0,0,0
diamosc01,2016,0,0,0,0,0,0,0
diazal02,2016,404,121,28,3,17,41,60
diazda01,2016,0,0,0,0,0,0,0
diazed04,2016,1,0,0,0,0,0,0
diazel01,2016,4,0,0,0,0,0,1
diazju03,2016,1,0,0,0,0,0,0
dickeal01,2016,253,65,16,2,10,26,44
dickeco01,2016,510,125,36,3,24,33,134
dickera01,2016,1,0,0,0,0,0,1
diekmja01,2016,0,0,0,0,0,0,0
dietrde01,2016,351,98,20,5,7,32,84
difowi01,2016,58,16,3,0,1,8,12
dominjo01,2016,0,0,0,0,0,0,0
dominma01,2016,11,0,0,0,0,1,3
donaljo02,2016,577,164,32,5,37,109,119
doolise01,2016,0,0,0,0,0,0,0
doziebr01,2016,615,165,35,5,42,61,138
doziehu01,2016,19,4,1,0,0,2,8
drabeky01,2016,0,0,0,0,0,0,0
drakeol01,2016,1,0,0,0,0,0,1
drewst01,2016,143,38,11,1,8,16,31
drurybr01,2016,461,130,31,1,16,31,100
dudalu01,2016,153,35,7,0,7,15,36
duensbr01,2016,0,0,0,0,0,0,0
duffety01,2016,1,0,0,0,0,0,1
duffyda01,2016,5,1,0,0,0,0,1
duffyma01,2016,257,65,11,2,4,20,40
duffyma01,2016,76,21,3,0,1,3,13
duffyma02,2016,3,0,0,0,0,0,2
dukeza01,2016,0,0,0,0,0,0,0
dukeza01,2016,0,0,0,0,0,0,0
dullry01,2016,0,0,0,0,0,0,0
dunnmi01,2016,0,0,0,0,0,0,0
duvalad01,2016,552,133,31,6,33,41,164
dysonja01,2016,299,83,14,8,1,26,39
dysonsa01,2016,0,0,0,0,0,0,0
eatonad02,2016,619,176,29,9,14,63,115
edginjo01,2016,0,0,0,0,0,0,0
edwarca01,2016,1,0,0,0,0,0,1
eflinza01,2016,23,6,2,0,0,0,8
egeco01,2016,1,1,0,0,0,0,0
egeco01,2016,0,0,0,0,0,0,0
eibnebr01,2016,78,18,6,0,3,6,23
eibnebr01,2016,109,18,4,1,3,13,27
eickhje01,2016,61,8,3,0,0,1,12
eliasro01,2016,0,0,0,0,0,0,0
ellinbr02,2016,1,0,0,0,0,0,1
ellisaj01,2016,139,27,5,0,1,16,24
ellisaj01,2016,32,10,3,0,1,3,7
ellsbja01,2016,551,145,24,5,9,54,84
elmorja01,2016,78,17,2,0,0,17,17
encared01,2016,601,158,34,0,42,87,138
eovalna01,2016,5,0,0,0,0,1,4
erlinro01,2016,6,0,0,0,0,0,3
eschja01,2016,5,1,0,0,0,0,2
escobal02,2016,637,166,24,6,7,27,96
escobed01,2016,352,83,14,2,6,21,72
escobed02,2016,2,0,0,0,0,0,1
escobyu01,2016,517,157,28,1,5,40,67
espinda01,2016,516,108,15,0,24,54,174
estevca01,2016,0,0,0,0,0,0,0
estrama01,2016,5,0,0,0,0,0,3
ethiean01,2016,24,5,1,0,1,2,6
evelada01,2016,0,0,0,0,0,0,0
familje01,2016,0,0,0,0,0,0,0
farmebu01,2016,0,0,0,0,0,0,0
farquda01,2016,0,0,0,0,0,0,0
faulkan01,2016,0,0,0,0,0,0,0
feathta01,2016,26,3,1,0,0,2,11
federti01,2016,31,6,2,0,0,1,12
feldmsc01,2016,2,0,0,0,0,0,2
feldmsc01,2016,0,0,0,0,0,0,0
felizmi01,2016,0,0,0,0,0,0,0
felizne01,2016,0,0,0,0,0,0,0
fernajo02,2016,52,13,2,0,0,1,13
fieldjo03,2016,0,0,0,0,0,0,0
fieldjo03,2016,1,0,0,0,0,0,1
fieldpr01,2016,326,69,16,0,8,32,63
fienca01,2016,0,0,0,0,0,0,0
fienca01,2016,0,0,0,0,0,0,0
fiersmi01,2016,0,0,0,0,0,0,0
figueco01,2016,26,4,0,0,0,1,2
finnebr01,2016,53,6,2,0,0,3,18
fistedo01,2016,5,1,0,0,0,0,1
flahery01,2016,157,34,7,0,3,17,48
flandyo01,2016,0,0,0,0,0,0,0
floreke01,2016,1,0,0,0,0,0,1
florera02,2016,249,51,8,0,2,31,58
florewi01,2016,307,82,14,0,16,23,48
floripe01,2016,24,5,1,1,0,1,12
florody01,2016,0,0,0,0,0,0,0
flowety01,2016,281,76,18,0,8,29,91
floydga01,2016,1,0,0,0,0,0,0
flynnbr01,2016,0,0,0,0,0,0,0
foltymi01,2016,36,5,1,0,0,1,19
forsylo01,2016,511,135,24,4,20,46,127
fowlede01,2016,456,126,25,7,13,79,124
francje02,2016,257,64,13,0,7,16,75
francje02,2016,50,14,2,1,0,4,15
francma02,2016,581,148,23,1,25,40,106
frankni01,2016,174,47,10,1,6,12,42
fraziad01,2016,146,44,8,1,2,12,26
frazito01,2016,590,133,21,0,40,64,163
freemfr01,2016,589,178,43,6,34,89,171
freemmi01,2016,9,0,0,0,0,2,5
freemmi01,2016,13,5,1,0,0,0,2
freemsa01,2016,0,0,0,0,0,0,0
freesda01,2016,437,118,23,0,13,45,142
friasca01,2016,1,0,0,0,0,0,1
friedch01,2016,37,2,0,0,0,3,23
fryerer01,2016,38,14,2,0,0,3,7
fryerer01,2016,78,17,2,1,0,10,18
fuentre01,2016,41,13,1,0,0,3,8
fulmeca01,2016,0,0,0,0,0,0,0
fulmemi01,2016,2,0,0,0,0,0,2
gallayo01,2016,4,2,0,0,0,1,1
gallojo01,2016,25,1,0,0,1,5,19
galvifr01,2016,584,141,26,3,20,25,136
gamboed01,2016,0,0,0,0,0,0,0
gamelbe01,2016,8,1,0,0,0,1,1
gamelbe01,2016,40,8,2,0,1,5,15
gantjo01,2016,7,0,0,0,0,0,1
garciad01,2016,532,145,29,0,14,24,93
garciav01,2016,413,101,18,2,12,34,115
garcigr01,2016,214,59,11,0,3,38,50
garcija01,2016,0,0,0,0,0,0,0
garcija02,2016,41,7,0,0,0,2,17
garcile02,2016,48,11,1,1,1,1,13
garcilu03,2016,0,0,0,0,0,0,0
garciyi01,2016,0,0,0,0,0,0,0
gardnbr01,2016,547,143,22,6,7,70,106
garnedu01,2016,68,16,6,0,1,6,22
garnepe01,2016,0,0,0,0,0,0,0
gartory01,2016,0,0,0,0,0,0,0
garzama01,2016,28,1,0,0,0,2,17
gattiev01,2016,447,112,19,0,32,43,127
gausmke01,2016,2,0,0,0,0,1,2
gearrco01,2016,1,1,0,0,0,0,0
geedi01,2016,1,0,0,0,0,0,0
geltzst01,2016,0,0,0,0,0,0,0
gennesc01,2016,498,131,30,1,14,38,114
gentrcr01,2016,34,5,1,0,0,3,6
germego01,2016,3,0,0,0,0,0,1
giavojo01,2016,346,90,20,1,6,13,39
gibsoky01,2016,7,0,0,0,0,1,5
gileske01,2016,0,0,0,0,0,0,0
gillaco01,2016,191,50,8,4,6,12,28
gilleco01,2016,51,12,3,2,0,3,14
gilmase01,2016,0,0,0,0,0,0,0
gimench01,2016,139,30,4,0,4,10,41
giolilu01,2016,4,1,0,0,0,0,1
girodch01,2016,0,0,0,0,0,0,0
givenmy01,2016,2,0,0,0,0,0,1
glasnty01,2016,7,1,0,0,0,0,4
gloveko01,2016,0,0,0,0,0,0,0
godleza01,2016,18,2,0,0,0,0,9
goedder01,2016,0,0,0,0,0,0,0
goeddty01,2016,213,41,3,3,4,17,52
goforda01,2016,0,0,0,0,0,0,0
goinsry01,2016,183,34,9,2,3,9,48
goldspa01,2016,579,172,33,3,24,110,150
gomesya01,2016,251,42,11,1,9,9,69
gomezca01,2016,295,62,16,1,5,21,100
gomezca01,2016,116,33,6,0,8,13,36
gomezje01,2016,0,0,0,0,0,0,0
gonzaad01,2016,568,162,31,0,18,55,117
gonzaca01,2016,584,174,42,2,25,46,129
gonzach01,2016,0,0,0,0,0,0,0
gonzaer01,2016,16,5,0,0,0,1,8
gonzagi01,2016,52,7,2,0,0,0,24
gonzama01,2016,484,123,26,3,13,22,118
gonzami03,2016,1,0,0,0,0,0,1
gonzase01,2016,1,0,0,0,0,0,0
goodwbr01,2016,42,12,4,1,0,2,14
goodyni01,2016,0,0,0,0,0,0,0
gordoal01,2016,445,98,16,2,17,52,148
gordode01,2016,325,87,7,6,1,18,55
gorete01,2016,3,0,0,0,0,0,1
gorzeto01,2016,0,0,0,0,0,0,0
gosean01,2016,91,19,2,2,2,9,38
gosewtu01,2016,90,14,1,1,3,7,22
gosseph01,2016,220,61,12,1,2,15,46
gotttr01,2016,0,0,0,0,0,0,0
gourryu01,2016,130,34,7,0,3,5,12
gracema02,2016,0,0,0,0,0,0,0
grahajr01,2016,0,0,0,0,0,0,0
grandcu01,2016,545,129,24,5,30,74,130
grandya01,2016,390,89,14,1,27,64,116
grateju01,2016,14,4,2,0,0,0,3
graveke01,2016,4,0,0,0,0,0,3
grayjo02,2016,47,7,2,0,0,2,30
grayso01,2016,2,0,0,0,0,0,1
greench03,2016,4,0,0,0,0,0,4
greengr01,2016,46,12,2,0,1,3,8
greensh02,2016,2,0,0,0,0,0,0
gregelu01,2016,0,0,0,0,0,0,0
gregodi01,2016,562,155,32,2,20,19,82
greinza01,2016,52,11,1,0,0,3,9
grichra01,2016,446,107,29,3,24,28,141
griffaj01,2016,2,0,0,0,0,0,2
grillja01,2016,0,0,0,0,0,0,0
grillja01,2016,0,0,0,0,0,0,0
grimmju01,2016,0,0,0,0,0,0,0
grossro01,2016,332,93,19,1,11,55,96
gsellro01,2016,15,1,0,0,0,0,9
guaipma01,2016,0,0,0,0,0,0,0
guerrde01,2016,0,0,0,0,0,0,0
guerrja01,2016,0,0,0,0,0,0,0
guerrju02,2016,35,8,2,0,0,0,13
guerrta01,2016,0,0,0,0,0,0,0
gurkaja01,2016,0,0,0,0,0,0,0
gustaja01,2016,0,0,0,0,0,0,0
gutiefr01,2016,248,61,9,0,14,29,85
guyerbr01,2016,212,51,12,1,7,12,42
guyerbr01,2016,81,27,5,0,2,7,13
gyorkje01,2016,400,97,9,1,30,37,96
hahnje01,2016,1,0,0,0,0,0,1
haleda02,2016,0,0,0,0,0,0,0
hallco01,2016,0,0,0,0,0,0,0
hamelco01,2016,8,1,0,0,0,0,1
hamilbi02,2016,411,107,19,3,3,36,93
hammeja01,2016,65,16,3,0,0,1,24
handbr01,2016,4,0,0,0,0,0,1
